CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2167
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1135
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1248
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2507
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2442
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2713
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2848
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2518
201,John,North,Basic,1-31-22,1-31-23,FALSE,2409
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2325
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2624
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1761
205,James,North,Basic,5-31-22,5-31-23,FALSE,2076
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2151
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1720
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2475
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1199
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1659
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1647
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1260
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1853
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1539
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,2431
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2937
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2835
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1274
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2732
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1678
201,John,North,Basic,1-31-22,1-31-23,FALSE,2964
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2882
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2517
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2548
205,James,North,Basic,5-31-22,5-31-23,FALSE,1717
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1150
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1441
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2877
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2292
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1378
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2069
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2350
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1641
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2329
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,2055
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2628
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1139
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2823
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1945
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2642
201,John,North,Basic,1-31-22,1-31-23,FALSE,1343
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2918
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,1739
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1843
205,James,North,Basic,5-31-22,5-31-23,FALSE,2144
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1295
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2427
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1403
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1558
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,2581
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1376
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2585
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2924
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2549
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1365
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1057
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1851
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1488
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1466
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1003
201,John,North,Basic,1-31-22,1-31-23,FALSE,1960
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1124
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2205
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1994
205,James,North,Basic,5-31-22,5-31-23,FALSE,1556
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2274
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2989
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2246
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1729
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1711
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1778
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2356
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1642
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1916
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,2924
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1663
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2923
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2156
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1392
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1236
201,John,North,Basic,1-31-22,1-31-23,FALSE,1907
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1350
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2848
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1037
205,James,North,Basic,5-31-22,5-31-23,FALSE,2750
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1969
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2091
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1632
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2921
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,2912
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2515
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2811
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1867
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2862
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1005
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2690
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1101
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1507
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2816
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1600
201,John,North,Basic,1-31-22,1-31-23,FALSE,1873
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2167
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2173
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1954
205,James,North,Basic,5-31-22,5-31-23,FALSE,1158
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2117
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1905
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2585
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2975
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,2189
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2045
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2114
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1067
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1278
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1689
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1608
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2816
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1449
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1499
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2422
201,John,North,Basic,1-31-22,1-31-23,FALSE,1310
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2548
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2950
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2033
205,James,North,Basic,5-31-22,5-31-23,FALSE,1333
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2560
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2420
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2635
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2078
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,2913
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1620
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1035
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2137
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2943
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1821
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2454
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1857
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2587
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2196
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1283
201,John,North,Basic,1-31-22,1-31-23,FALSE,1904
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2169
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2386
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2713
205,James,North,Basic,5-31-22,5-31-23,FALSE,1026
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1263
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1956
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1489
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2471
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,2687
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2186
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2650
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2561
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2712
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1626
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2035
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2865
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2843
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2077
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1602
201,John,North,Basic,1-31-22,1-31-23,FALSE,1818
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1644
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2732
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2059
205,James,North,Basic,5-31-22,5-31-23,FALSE,2329
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2455
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2978
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1941
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1704
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1360
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1216
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2516
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2336
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1580
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1094
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1312
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2590
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2817
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2492
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1501
201,John,North,Basic,1-31-22,1-31-23,FALSE,1440
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2706
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2111
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2435
205,James,North,Basic,5-31-22,5-31-23,FALSE,1747
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1386
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1259
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2195
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2230
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1193
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2998
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1970
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2250
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1093
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,2379
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2531
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1468
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1703
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1467
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2182
201,John,North,Basic,1-31-22,1-31-23,FALSE,2104
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2985
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2752
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1037
205,James,North,Basic,5-31-22,5-31-23,FALSE,1735
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2236
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2815
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2693
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1605
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1657
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2051
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1457
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1747
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1890
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1397
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2952
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1982
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1362
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1550
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2809
201,John,North,Basic,1-31-22,1-31-23,FALSE,1602
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2233
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2634
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2135
205,James,North,Basic,5-31-22,5-31-23,FALSE,2743
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2426
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2271
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1394
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2276
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1334
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1836
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1832
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1159
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1860
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1564
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2482
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2699
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2880
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1700
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2449
201,John,North,Basic,1-31-22,1-31-23,FALSE,1218
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2230
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2012
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1878
205,James,North,Basic,5-31-22,5-31-23,FALSE,2320
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2843
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1316
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2055
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1238
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1376
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1935
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1973
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1909
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1341
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,2881
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2965
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1049
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1904
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1604
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1757
201,John,North,Basic,1-31-22,1-31-23,FALSE,1106
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1601
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,1193
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1643
205,James,North,Basic,5-31-22,5-31-23,FALSE,2919
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1226
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2222
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1738
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1735
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1370
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1481
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1894
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2001
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2692
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,2286
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1261
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2305
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1984
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1156
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1884
201,John,North,Basic,1-31-22,1-31-23,FALSE,1717
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2244
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2268
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2669
205,James,North,Basic,5-31-22,5-31-23,FALSE,2866
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1363
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,3000
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1426
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2364
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1355
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1464
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1436
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2290
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1184
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,2755
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1088
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1699
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1225
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1042
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1541
201,John,North,Basic,1-31-22,1-31-23,FALSE,2160
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1818
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,1772
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1282
205,James,North,Basic,5-31-22,5-31-23,FALSE,1793
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1916
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2122
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2947
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2750
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1007
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1888
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1021
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1380
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2984
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1003
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1583
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,2401
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,1865
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1327
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2310
201,John,North,Basic,1-31-22,1-31-23,FALSE,1301
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2886
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,1639
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1777
205,James,North,Basic,5-31-22,5-31-23,FALSE,2734
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2844
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1774
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1520
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2531
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1012
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2295
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2798
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,2249
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2724
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1601
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1483
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1990
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2129
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2831
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2994
201,John,North,Basic,1-31-22,1-31-23,FALSE,2462
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1997
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2844
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2758
205,James,North,Basic,5-31-22,5-31-23,FALSE,2245
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2173
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2754
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1546
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2504
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,2534
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2522
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2454
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1301
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2272
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1093
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,1466
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1062
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2719
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2342
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2033
201,John,North,Basic,1-31-22,1-31-23,FALSE,2687
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1952
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,1831
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,2290
205,James,North,Basic,5-31-22,5-31-23,FALSE,1041
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1103
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1614
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1418
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1421
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1573
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2560
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1496
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1321
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2555
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1775
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2810
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,3000
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2684
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1959
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,1853
201,John,North,Basic,1-31-22,1-31-23,FALSE,1643
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,2232
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,1562
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1655
205,James,North,Basic,5-31-22,5-31-23,FALSE,1190
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1154
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,1669
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,2665
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2317
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,1178
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,2217
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,2381
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1236
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,1030
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1927
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2025
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1515
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2574
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,1297
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2263
201,John,North,Basic,1-31-22,1-31-23,FALSE,1346
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1919
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2364
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1751
205,James,North,Basic,5-31-22,5-31-23,FALSE,2983
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,1154
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2872
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1780
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,2216
210,Eva,South,Premium,10-31-22,10-31-23,TRUE,2924
211,Liam,East,Basic,11-30-22,11-30-23,FALSE,1060
212,Anna,West,Standard,12-31-22,12-31-23,FALSE,1898
213,Chris,North,Basic,1-31-23,1-31-24,TRUE,1262
214,Zoe,South,Premium,2-28-23,2-29-24,FALSE,2689
215,Paul,East,Basic,3-31-23,3-31-24,FALSE,1747
216,Grace,West,Standard,4-30-23,4-30-24,TRUE,2684
217,Rob,North,Basic,5-31-23,5-31-24,TRUE,1588
218,Sophia,South,Premium,6-30-23,6-30-24,FALSE,2299
219,Dan,East,Basic,7-31-23,7-31-24,FALSE,2749
220,Nina,West,Standard,8-31-23,8-31-24,TRUE,2846
201,John,North,Basic,1-31-22,1-31-23,FALSE,2538
202,Jane,South,Premium,2-28-22,2-28-23,TRUE,1680
203,Alex,East,Basic,3-31-22,3-31-23,FALSE,2262
204,Maria,West,Standard,4-30-22,4-30-23,TRUE,1839
205,James,North,Basic,5-31-22,5-31-23,FALSE,2418
206,Ella,South,Premium,6-30-22,6-30-23,TRUE,2753
207,Mike,East,Basic,7-31-22,7-31-23,FALSE,2284
208,Sara,West,Standard,8-31-22,8-31-23,FALSE,1449
209,Tom,North,Basic,9-30-22,9-30-23,TRUE,1499
